place,1st_humidity,2nd_humidity,3rd_humidity,4th_humidity,5th_humidity,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,Fenophase,sugar_percent,acid_percent,fenols_percent,Alkans_percent,latitude,longitude,EVI,Previous_stage_success,temperature_forecast-1 day,temperature_forecast-2 day,temperature_forecast-3 day,temperature_forecast-4 day,temperature_forecast-5 day,is_rain_1 day,is_rain_2 day,is_rain_3 day,is_rain_4 day,is_rain_5 day,density,output
6,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.7769867179429513,0.6,25,23,28,29,27,0,1,1,1,0,6167,28.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7890046079133048,0.72,25,23,28,33,27,0,1,1,1,0,6233,39.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8365134294158946,0.72,25,23,28,33,27,0,1,1,1,0,6233,41.0
5,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7786887061854173,0.88,25,23,28,29,27,0,1,1,1,0,6133,60.0
8,80,80,84.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8607465559243271,0.72,25,23,28,29,27,0,1,1,1,0,6233,45.0
8,80,80,77.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7940430968943187,0.78,23,23,28,29,27,0,1,1,1,0,6233,37.0
9,80,75,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9488493350991071,0.91,25,23,28,29,27,0,1,1,1,0,6267,69.0
1,80,80,79.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5352142268562798,0.88,25,23,28,29,27,0,1,1,1,0,6000,23.0
10,80,80,77.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8182428459044817,0.84,25,23,28,29,27,0,1,1,1,0,6300,74.0
1,80,80,76.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8384502638668124,0.88,25,23,28,29,27,0,1,1,1,0,6000,53.0
7,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.8098185825834268,0.8,25,23,28,29,27,0,1,1,1,0,6200,79.0
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9069946656134431,0.88,25,23,28,29,27,0,1,1,1,0,6000,63.0
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9100973782125935,0.66,25,23,28,29,27,0,1,1,1,0,6000,33.0
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8185825047923085,0.72,25,23,28,29,27,0,1,1,1,0,6233,40.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8427513483089556,0.72,25,23,28,29,27,0,1,1,1,0,6233,43.0
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.671407910810244,0.55,25,23,28,29,27,0,1,1,1,0,6000,32.0
1,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8997343984199236,0.55,25,23,28,29,27,0,1,1,1,0,6000,31.0
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9093265094751851,0.91,25,23,28,29,27,0,1,1,1,0,6267,61.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9221404683620336,0.91,25,23,28,29,27,0,1,1,1,0,6267,61.0
4,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8450531249132366,0.79,25,23,28,29,27,0,1,1,1,0,6100,34.0
6,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.791830734044562,0.6,25,23,28,29,27,0,1,1,1,0,6167,27.0
10,80,80,82.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8760082065737446,0.84,25,23,28,29,27,0,1,1,1,0,6300,86.0
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.827545381108703,0.72,25,23,28,33,27,0,1,1,1,0,6233,41.0
1,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8505992901446291,0.55,25,23,28,29,27,0,1,1,1,0,6000,29.0
9,80,75,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.733400680106293,0.91,25,23,28,29,27,0,1,1,1,0,6267,50.0
1,80,80,79.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8679223168351254,0.66,25,23,28,29,27,0,1,1,1,0,6000,31.0
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9142493658749671,0.91,25,23,28,29,27,0,1,1,1,0,6267,58.0
6,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.827185628176279,0.6,25,23,28,29,27,0,1,1,1,0,6167,27.0
10,80,80,77.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.818336282811921,0.84,25,23,28,29,27,0,1,1,1,0,6300,82.0
1,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.906418158596155,0.55,25,23,28,29,27,0,1,1,1,0,6000,30.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9119447960539159,0.88,25,23,28,29,27,0,1,1,1,0,6000,62.0
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8492604988560734,0.74,25,23,24,29,27,0,1,1,1,0,6267,49.0
10,80,80,83.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8798855171408587,0.84,25,23,28,29,27,0,1,1,1,0,6300,79.0
1,80,80,84.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9232479139701657,0.88,25,23,28,29,27,0,1,1,1,0,6000,58.0
1,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8999618171322449,0.55,25,23,28,29,27,0,1,1,1,0,6000,28.0
10,80,80,82.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.915344501682424,0.89,25,23,28,29,27,0,1,1,1,0,6300,85.0
2,80,80,84.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9654862046154165,0.72,25,23,28,29,27,0,1,1,1,0,6033,70.0
8,80,80,81.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8286494625431274,0.78,23,23,28,29,27,0,1,1,1,0,6233,39.0
1,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8630940016174299,0.55,25,23,28,29,27,0,1,1,1,0,6000,28.0
9,80,75,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9717278984031492,0.91,25,23,28,29,27,0,1,1,1,0,6267,68.0
6,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.8091588622009305,0.6,25,23,28,29,27,0,1,1,1,0,6167,27.0
10,80,80,81.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8972263927111651,0.89,25,23,28,29,27,0,1,1,1,0,6300,75.0
7,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.7802908444411231,0.8,25,23,28,29,27,0,1,1,1,0,6200,73.0
8,80,80,82.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8410194101057967,0.78,23,23,28,29,27,0,1,1,1,0,6233,43.0
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5174100328964453,0.88,25,23,28,29,27,0,1,1,1,0,6000,22.0
2,80,80,83.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.959034410513109,0.72,25,23,28,29,27,0,1,1,1,0,6033,74.0
1,80,80,79.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5305944668816062,0.88,25,23,28,29,27,0,1,1,1,0,6000,25.0
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8761274934038891,0.91,25,23,28,29,27,0,1,1,1,0,6267,55.0
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9345824541116273,0.91,25,23,28,29,27,0,1,1,1,0,6267,66.0
1,80,80,76.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8397373520145749,0.88,25,23,28,29,27,0,1,1,1,0,6000,58.0
9,80,75,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7842162169584025,0.91,25,23,28,29,27,0,1,1,1,0,6267,49.0
3,80,80,83.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8842299683878552,0.55,25,23,28,29,27,0,1,1,1,0,6067,55.0
8,80,80,83.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8476555665853577,0.78,23,23,28,29,27,0,1,1,1,0,6233,40.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7894442968227262,0.72,25,23,28,29,27,0,1,1,1,0,6233,41.0
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8759906734768036,0.91,25,23,28,29,27,0,1,1,1,0,6267,56.0
2,80,80,83.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9488359723738323,0.72,25,23,28,29,27,0,1,1,1,0,6033,72.0
1,80,80,83.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.9173343761650743,0.55,25,23,28,29,27,0,1,1,1,0,6000,31.0
10,80,80,80.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8864996148551806,0.89,25,23,28,29,27,0,1,1,1,0,6300,78.0
5,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8099166604700151,0.88,25,23,28,29,27,0,1,1,1,0,6133,66.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8934618457661011,0.91,25,23,28,29,27,0,1,1,1,0,6267,60.0
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6860214978049234,0.55,25,23,28,29,27,0,1,1,1,0,6000,36.0
5,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.821737135328681,0.88,25,23,28,29,27,0,1,1,1,0,6133,59.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8613661387907284,0.74,25,23,24,29,27,0,1,1,1,0,6267,53.0
1,80,80,78.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8622928926527741,0.88,25,23,28,29,27,0,1,1,1,0,6000,55.0
9,80,75,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9767728068679785,0.91,25,23,28,29,27,0,1,1,1,0,6267,68.0
6,80,80,76.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.7610907219124657,0.6,25,23,28,29,27,0,1,1,1,0,6167,26.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8054635789635842,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
6,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.8043485344973096,0.6,25,23,28,29,27,0,1,1,1,0,6167,26.0
4,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7911538318921445,0.79,25,23,28,29,27,0,1,1,1,0,6100,34.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7865520978443663,0.72,25,23,28,29,27,0,1,1,1,0,6233,35.0
7,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.8252221064872448,0.8,25,23,28,29,27,0,1,1,1,0,6200,88.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5612978369870195,0.88,25,23,28,29,27,0,1,1,1,0,6000,26.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5574747467231023,0.88,25,23,28,29,27,0,1,1,1,0,6000,25.0
8,80,80,83.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8527006069584625,0.78,23,23,28,29,27,0,1,1,1,0,6233,45.0
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8243551816267863,0.72,25,23,28,29,27,0,1,1,1,0,6233,38.0
8,80,80,82.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.845605165921208,0.78,23,23,28,29,27,0,1,1,1,0,6233,41.0
8,80,80,79.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8104914963480702,0.78,23,23,28,29,27,0,1,1,1,0,6233,39.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9251303753945926,0.91,25,23,28,29,27,0,1,1,1,0,6267,61.0
9,80,80,84.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9230175267622465,0.74,25,23,24,29,27,0,1,1,1,0,6267,53.0
2,80,80,78.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8947669505931998,0.72,25,23,28,29,27,0,1,1,1,0,6033,66.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8109717791958686,0.72,25,23,28,33,27,0,1,1,1,0,6233,40.0
7,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.7984037901848069,0.8,25,23,28,29,27,0,1,1,1,0,6200,76.0
8,80,80,77.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7903172699356442,0.78,23,23,28,29,27,0,1,1,1,0,6233,39.0
3,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8143882818895298,0.55,25,23,28,29,27,0,1,1,1,0,6067,43.0
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.909015612236303,0.66,25,23,28,29,27,0,1,1,1,0,6000,30.0
1,80,80,84.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9219579048088277,0.88,25,23,28,29,27,0,1,1,1,0,6000,64.0
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9310441559999878,0.91,25,23,28,29,27,0,1,1,1,0,6267,58.0
10,80,80,77.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8149502360765455,0.84,25,23,28,29,27,0,1,1,1,0,6300,75.0
4,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7843965643766272,0.79,25,23,28,29,27,0,1,1,1,0,6100,32.0
4,80,80,83.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8520880929215444,0.79,25,23,28,29,27,0,1,1,1,0,6100,38.0
1,80,80,80.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8768156539760359,0.66,25,23,28,29,27,0,1,1,1,0,6000,30.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8936224858071777,0.91,25,23,28,29,27,0,1,1,1,0,6267,57.0
1,80,80,80.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6584464439018004,0.55,25,23,28,29,27,0,1,1,1,0,6000,32.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8051009357647724,0.72,25,23,28,33,27,0,1,1,1,0,6233,39.0
5,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8091118977999172,0.88,25,23,28,29,27,0,1,1,1,0,6133,66.0
9,80,80,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9116409629287785,0.74,25,23,24,29,27,0,1,1,1,0,6267,53.0
7,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.8073841096849677,0.8,25,23,28,29,27,0,1,1,1,0,6200,82.0
1,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8971295320072955,0.55,25,23,28,29,27,0,1,1,1,0,6000,31.0
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9272790435660275,0.91,25,23,28,29,27,0,1,1,1,0,6267,65.0
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9009885173089257,0.74,25,23,24,29,27,0,1,1,1,0,6267,52.0
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8336626009601085,0.72,25,23,28,29,27,0,1,1,1,0,6233,43.0
5,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7791845218179166,0.88,25,23,28,29,27,0,1,1,1,0,6133,60.0
10,80,80,81.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8964652139272871,0.89,25,23,28,29,27,0,1,1,1,0,6300,78.0
2,80,80,78.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8976204016604977,0.72,25,23,28,29,27,0,1,1,1,0,6033,73.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8449358449099545,0.72,25,23,28,29,27,0,1,1,1,0,6233,41.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9032603314704916,0.91,25,23,28,29,27,0,1,1,1,0,6267,60.0
8,80,80,84.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.860564101546112,0.72,25,23,28,29,27,0,1,1,1,0,6233,41.0
1,80,80,77.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8441400385386287,0.66,25,23,28,29,27,0,1,1,1,0,6000,28.0
10,80,80,82.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8738295683329134,0.84,25,23,28,29,27,0,1,1,1,0,6300,83.0
9,80,75,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7833750334827462,0.91,25,23,28,29,27,0,1,1,1,0,6267,54.0
4,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8419349041084379,0.79,25,23,28,29,27,0,1,1,1,0,6100,35.0
10,80,80,78.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8336400326166887,0.84,25,23,28,29,27,0,1,1,1,0,6300,76.0
1,80,80,80.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8793007950656513,0.88,25,23,28,29,27,0,1,1,1,0,6000,61.0
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9060927497356863,0.88,25,23,28,29,27,0,1,1,1,0,6000,58.0
7,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.7786033065296684,0.8,25,23,28,29,27,0,1,1,1,0,6200,80.0
1,80,80,78.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5252057926265872,0.88,25,23,28,29,27,0,1,1,1,0,6000,22.0
8,80,80,80.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8241861781701845,0.78,23,23,28,29,27,0,1,1,1,0,6233,41.0
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8219322135214481,0.72,25,23,28,29,27,0,1,1,1,0,6233,41.0
9,80,75,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9195326722188156,0.91,25,23,28,29,27,0,1,1,1,0,6267,67.0
5,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7936441276925107,0.88,25,23,28,29,27,0,1,1,1,0,6133,59.0
10,80,80,78.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.831116838872558,0.84,25,23,28,29,27,0,1,1,1,0,6300,73.0
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9038930614558668,0.88,25,23,28,29,27,0,1,1,1,0,6000,58.0
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8324558709761216,0.72,25,23,28,29,27,0,1,1,1,0,6233,39.0
9,80,80,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9402499636903332,0.91,25,23,28,29,27,0,1,1,1,0,6267,61.0
1,80,80,84.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9218416264916339,0.66,25,23,28,29,27,0,1,1,1,0,6000,30.0
8,80,80,80.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8178814722943029,0.78,23,23,28,29,27,0,1,1,1,0,6233,41.0
1,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8418690615636795,0.55,25,23,28,29,27,0,1,1,1,0,6000,29.0
4,80,80,76.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7829435694537868,0.79,25,23,28,29,27,0,1,1,1,0,6100,33.0
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8032445332202728,0.72,25,23,28,29,27,0,1,1,1,0,6233,38.0
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8554686563269008,0.72,25,23,28,29,27,0,1,1,1,0,6233,43.0
1,80,80,80.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8820427488374369,0.66,25,23,28,29,27,0,1,1,1,0,6000,32.0
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8012864943185705,0.78,23,23,28,29,27,0,1,1,1,0,6233,39.0
6,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.7919333435608816,0.6,25,23,28,29,27,0,1,1,1,0,6167,26.0
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.888676369451611,0.66,25,23,28,29,27,0,1,1,1,0,6000,32.0
7,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.8122359726510274,0.8,25,23,28,29,27,0,1,1,1,0,6200,83.0
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8785066753902443,0.91,25,23,28,29,27,0,1,1,1,0,6267,54.0
6,80,80,84.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.8381625341236142,0.6,25,23,28,29,27,0,1,1,1,0,6167,28.0
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8839399559744855,0.74,25,23,24,29,27,0,1,1,1,0,6267,56.0
1,80,80,77.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8479405719657206,0.66,25,23,28,29,27,0,1,1,1,0,6000,31.0
4,80,80,83.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.852278090774383,0.79,25,23,28,29,27,0,1,1,1,0,6100,38.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7851203513485131,0.72,25,23,28,29,27,0,1,1,1,0,6233,37.0
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8534343055205561,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
10,80,80,84.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8922080807845635,0.84,25,23,28,29,27,0,1,1,1,0,6300,82.0
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9282392937232419,0.91,25,23,28,29,27,0,1,1,1,0,6267,56.0
1,80,80,82.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6778495165908834,0.55,25,23,28,29,27,0,1,1,1,0,6000,34.0
1,80,80,79.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8656826496091388,0.88,25,23,28,29,27,0,1,1,1,0,6000,57.0
1,80,80,84.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9188587630405861,0.66,25,23,28,29,27,0,1,1,1,0,6000,29.0
